respondent_id,submitted_at,consent,region,residence_zone,age_group,gender,race_color,income_group,education,consumption_frequency,consumer_profile,consumer_profile_raw,wine_types_raw,purchase_channels_raw,purchase_factors_raw,sustainable_attributes_raw,label_importance,monthly_consumption_estimate,consumption_intensity,label_importance_score,high_label_importance,consumer_knowledge_score,strategic_segment
240,2026-05-25 08:06:49.548,"Sim, aceito participar",Região Sul,Zona urbana,Acima de 55 anos,Masculino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por semana,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho licoroso e/ou fortificado","Supermercados, Lojas online especializadas, Diretamente em vinícolas","Preço, Região de origem, Variedade, Descrição sensorial (aroma, sabor estilo), Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Presença de certificações ou selos ambientais",Extremamente importante,4.3,Alta frequência,4,1,4,Alta prioridade
241,2026-05-25 12:21:50.431,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação incompleta,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho rosé, Vinho espumante, Vinho suave, Vinho demi-sec","Supermercados, Lojas físicas especializadas","Preço, Recomendação (amigos, especialistas, avaliações), Promoções ou descontos, Curiosidade ou interesse por novos produtos","Sustentabilidade ambiental (menor impacto no cultivo), Presença de certificações ou selos ambientais, Preço",Muito importante,0.5,Baixa frequência,3,1,1,Potencial sustentável
242,2026-05-25 13:03:00.797,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Branca,De 5 a 6 salários mínimos,Pós-graduação completa,1 vez por mês,Apreciador interessado,"Apreciador, com interesse pelo tema",Vinho suave,Supermercados,"Região de origem, Recomendação (amigos, especialistas, avaliações), Design e informação do rótulo, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo",Muito importante,1.0,Frequência moderada,3,1,2,Potencial sustentável
243,2026-05-26 16:14:36.931,"Sim, aceito participar",Região Nordeste,Zona urbana,Entre 36 e 45 anos,Feminino,Parda,Acima de 6 salários mínimos,Pós-graduação completa,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho rosé, Vinho espumante, Vinho suave",Supermercados,"Preço, Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo","Sustentabilidade ambiental (menor impacto no cultivo), Presença de certificações ou selos ambientais, Grau de inovação do produto",Muito importante,0.5,Baixa frequência,3,1,1,Potencial sustentável
244,2026-05-26 16:28:16.116,"Sim, aceito participar",Região Nordeste,Zona urbana,Entre 36 e 45 anos,Feminino,Parda,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por semana,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho branco seco, Vinho rosé",Supermercados,"Preço, Região de origem","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo",Muito importante,4.3,Alta frequência,3,1,1,Alta prioridade
245,2026-05-26 16:31:13.721,"Sim, aceito participar",Região Nordeste,Zona urbana,Entre 36 e 45 anos,Feminino,Preta,De 1 a 2 salários mínimos,Ensino superior completo,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico",Vinho suave,Supermercados,"Recomendação (amigos, especialistas, avaliações)","Qualidade sensorial (sabor, aroma, equilíbrio)",Muito importante,0.5,Baixa frequência,3,1,1,Potencial sustentável
246,2026-05-26 16:41:09.950,"Sim, aceito participar",Região Nordeste,Zona urbana,Entre 36 e 45 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho branco seco, Vinho rosé, Vinho espumante","Supermercados, Lojas físicas especializadas","Variedade, Recomendação (amigos, especialistas, avaliações), Práticas sustentáveis e/ou impacto ambiental, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Extremamente importante,2.0,Frequência moderada,4,1,1,Potencial sustentável
247,2026-05-26 16:55:03.958,"Sim, aceito participar",Região Nordeste,Zona rural,Entre 18 e 25 anos,Feminino,Parda,Menos de 1 salário mínimo,Ensino médio completo,Não consumo vinho,Não consumidor,Não consumidor,Não tenho preferência definida,Supermercados,"Região de origem, Variedade, Práticas sustentáveis e/ou impacto ambiental","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais",Extremamente importante,0.0,Não consumidor,4,1,0,Potencial sustentável
248,2026-05-26 17:09:07.820,"Sim, aceito participar",Região Nordeste,Zona urbana,Entre 18 e 25 anos,Masculino,Parda,De 1 a 2 salários mínimos,Pós-graduação completa,1 vez por mês,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho branco seco, Vinho rosé, Vinho espumante, Vinho suave",Supermercados,"Preço, Recomendação (amigos, especialistas, avaliações), Design e informação do rótulo, Promoções ou descontos","Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Preço",Moderadamente importante,1.0,Frequência moderada,2,0,1,Baixa prioridade
249,2026-05-26 17:24:36.468,"Sim, aceito participar",Região Nordeste,Zona urbana,Entre 18 e 25 anos,Masculino,Parda,De 1 a 2 salários mínimos,Pós-graduação incompleta,De 2 a 3 vezes por semana,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico",Vinho tinto seco,Supermercados,"Preço, Design e informação do rótulo, Promoções ou descontos","Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Extremamente importante,10.8,Alta frequência,4,1,1,Alta prioridade
250,2026-05-26 18:30:25.191,"Sim, aceito participar",Região Nordeste,Zona urbana,Entre 26 e 35 anos,Masculino,Parda,Acima de 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho rosé","Supermercados, Lojas físicas especializadas, Lojas online especializadas","Preço, Variedade, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo)","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo, Preço",Moderadamente importante,2.0,Frequência moderada,2,0,2,Baixa prioridade
251,2026-05-27 08:10:01.183,"Sim, aceito participar",Região Nordeste,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 1 a 2 salários mínimos,Pós-graduação incompleta,1 vez por mês,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho demi-sec",Supermercados,"Preço, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Muito importante,1.0,Frequência moderada,3,1,1,Potencial sustentável
252,2026-05-27 11:25:07.552,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador técnico,"Apreciador, com conhecimentos técnicos","Vinho tinto seco, Vinho branco seco, Vinho rosé",Supermercados,"Preço, Região de origem, Variedade","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Preço",Extremamente importante,10.8,Alta frequência,4,1,3,Alta prioridade
253,2026-05-27 16:04:39.723,"Sim, aceito participar",Região Sul,Zona urbana,Entre 18 e 25 anos,Feminino,Branca,Menos de 1 salário mínimo,Pós-graduação completa,1 vez a cada 15 dias,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho rosé, Vinho espumante, Vinho suave, Vinho demi-sec","Supermercados, Lojas físicas especializadas, Lojas online especializadas, Restaurantes e bares","Preço, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Preço",Extremamente importante,2.0,Frequência moderada,4,1,1,Potencial sustentável
254,2026-05-28 08:01:05.566,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,De 4 a 6 vezes por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho espumante","Supermercados, Feira do produtor","Preço, Variedade, Vinícola / Produtor","Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência)",Extremamente importante,21.5,Alta frequência,4,1,2,Alta prioridade
255,2026-05-28 15:06:31.403,"Sim, aceito participar",Região Sul,Zona rural,Entre 26 e 35 anos,Masculino,Prefiro não responder,De 3 a 4 salários mínimos,Pós-graduação completa,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico",Vinho suave,"Supermercados, Restaurantes e bares","Preço, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço, Grau de inovação do produto",Moderadamente importante,0.5,Baixa frequência,2,0,1,Baixa prioridade
256,2026-06-01 12:56:26.677,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação completa,1 vez por semana,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho espumante","Supermercados, Lojas físicas especializadas, Diretamente em vinícolas, Restaurantes e bares","Preço, Região de origem, Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Grau de inovação do produto",Extremamente importante,4.3,Alta frequência,4,1,4,Alta prioridade
257,2026-06-02 11:00:28.898,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação incompleta,1 vez a cada 15 dias,Apreciador técnico,"Apreciador, com conhecimentos técnicos","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho demi-sec","Supermercados, Lojas físicas especializadas, Diretamente em vinícolas","Preço, Região de origem, Variedade, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo, Grau de inovação do produto",Extremamente importante,2.0,Frequência moderada,4,1,3,Potencial sustentável
258,2026-06-08 11:00:50.453,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 46 e 55 anos,Masculino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho licoroso e/ou fortificado","Supermercados, Lojas físicas especializadas, Lojas online especializadas, Diretamente em vinícolas, Restaurantes e bares","Preço, Região de origem, Variedade, Vinícola / Produtor, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo, Preço",Moderadamente importante,10.8,Alta frequência,2,0,4,Consumidor frequente tradicional
259,2026-06-10 11:26:22.622,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Masculino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por mês,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho espumante","Lojas físicas especializadas, Lojas online especializadas, Diretamente em vinícolas","Preço, Região de origem, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Presença de certificações ou selos ambientais, Preço",Muito importante,1.0,Frequência moderada,3,1,2,Potencial sustentável
260,2026-06-11 00:25:16.750,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Amarela,Acima de 6 salários mínimos,Pós-graduação completa,Raramente,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho espumante, Vinho licoroso e/ou fortificado","Supermercados, Lojas físicas especializadas, Lojas online especializadas, Diretamente em vinícolas, Restaurantes e bares, feiras","Preço, Região de origem, Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Presença de certificações ou selos ambientais, Preço",Muito importante,0.5,Baixa frequência,3,1,2,Potencial sustentável
261,2026-07-06 12:04:26.597,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador técnico,"Apreciador, com conhecimentos técnicos","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho demi-sec, Vinho licoroso e/ou fortificado","Lojas físicas especializadas, Lojas online especializadas, Diretamente em vinícolas, Restaurantes e bares","Região de origem, Variedade, Vinícola / Produtor, Descrição sensorial (aroma, sabor estilo), Práticas sustentáveis e/ou impacto ambiental, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Grau de inovação do produto",Extremamente importante,10.8,Alta frequência,4,1,3,Alta prioridade
